StudentID,Name,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Study Hours,Attendance (%),Online Classes Taken
1.0,427,1,-0.08475991802954058,-0.43350685606722045,0.039449669899376885,-0.4841582425359661,0,-0.003119286693329313,1.4942980517943232,-0.9633057010986589,0
2.0,826,0,0.6099935084421042,0.38473938037524896,0.7511705185994657,0.4880470637611546,2,0.7498119841103925,-0.13075420463249615,-0.3809919838878414,1
3.0,12,1,-1.0574147150898432,-1.2517530925096898,-1.2823176205436453,-1.4563635488330868,1,-1.293858608071138,1.369294032069183,0.7836354505337936,0
4.0,646,1,0.8878948790307621,1.2029856168177184,1.2595425533852433,1.4602523700582752,0,1.2876200346844795,0.3067598644054936,0.9953858931559091,0
5.0,299,0,0.33209213785344627,0.057440885798261204,0.44614729772799905,0.4880470637611546,2,0.5346887638807577,1.0567839827563332,1.048323503811438,1
6.0,729,0,1.304746934913749,2.0212318532601876,1.0561937394709324,-0.4841582425359661,0,-0.003119286693329313,0.24425785454292354,1.048323503811438,0
7.0,208,1,-2.169020197444475,-1.5790515870866775,-1.790689655329423,-1.4563635488330868,1,-1.9392282687600424,1.3067920222066134,0.9953858931559091,0
8.0,860,0,0.33209213785344627,-0.10620836149023268,-0.06222473705777866,-0.4841582425359661,2,-0.2182425069229641,-0.8807783229833361,-0.3809919838878414,1
9.0,357,1,-0.5016119739125274,-0.924454597932702,-0.7739455857578674,0.4880470637611546,1,-0.8636121676118684,0.7442739334434836,-1.4397441969984186,0
10.0,344,0,0.7489441937364332,0.7120378749522367,0.8528449255566213,1.4602523700582752,0,0.8573735942252099,0.3067598644054936,-0.9633057010986589,1
2824.0,848,1,0.33209213785344627,1.2029856168177184,1.2595425533852433,-1.4563635488330868,0,0.7498119841103925,0.6192699137183435,0.3601345652895627,1
7912.0,751,1,-0.08475991802954058,0.38473938037524896,0.039449669899376885,1.4602523700582752,1,0.8573735942252099,-1.443296411746466,-0.8044928691320723,0
4611.0,493,0,0.7489441937364332,0.057440885798261204,0.039449669899376885,-1.4563635488330868,1,-1.9392282687600424,-0.44326425394534624,-0.9633057010986589,1
6514.0,628,1,0.6099935084421042,-1.5790515870866775,0.7511705185994657,-0.4841582425359661,2,0.8573735942252099,-0.6932722933956261,-1.333868975687361,0
5396.5,374,1,-2.169020197444475,0.38473938037524896,-0.7739455857578674,0.4880470637611546,1,0.8573735942252099,1.2442900123440437,-0.22217915192125479,1
2139.0,266,1,0.33209213785344627,0.057440885798261204,0.7511705185994657,1.4602523700582752,0,-1.9392282687600424,-0.6307702835330562,0.6777602292227359,0
5396.5,198,1,1.304746934913749,1.2029856168177184,0.44614729772799905,0.4880470637611546,1,-1.293858608071138,0.18175584468035377,-0.6456800371654857,1
8573.0,369,0,0.33209213785344627,-0.924454597932702,1.2595425533852433,-0.4841582425359661,0,1.2876200346844795,1.0567839827563332,-0.3809919838878414,0
5386.0,367,1,0.8878948790307621,0.7120378749522367,1.0561937394709324,1.4602523700582752,1,-0.2182425069229641,-0.25575822435763623,0.7306978398782648,0
3340.0,125,0,-1.0574147150898432,1.2029856168177184,-0.7739455857578674,0.4880470637611546,2,0.8573735942252099,-0.1932562144950662,0.5189473972561492,0
6930.0,69,1,-1.0574147150898432,-0.924454597932702,-0.06222473705777866,0.4880470637611546,0,0.7498119841103925,-1.005782342708476,-0.91036809044313,0
2040.0,360,0,-2.169020197444475,0.7120378749522367,-0.06222473705777866,0.4880470637611546,2,-0.8636121676118684,1.1817880024814733,-1.4397441969984186,1
9797.0,277,0,1.304746934913749,0.38473938037524896,0.44614729772799905,-0.4841582425359661,0,-0.2182425069229641,-1.5057984216090359,0.9953858931559091,0
9201.0,243,1,-0.5016119739125274,0.38473938037524896,0.44614729772799905,-0.4841582425359661,1,-0.003119286693329313,-1.005782342708476,1.1012611144669668,1
9837.0,872,1,0.7489441937364332,2.0212318532601876,-0.06222473705777866,-0.4841582425359661,0,1.0724968144548446,1.2442900123440437,-0.4339295945433702,1
1949.0,415,1,0.7489441937364332,0.38473938037524896,0.039449669899376885,-0.4841582425359661,0,-0.8636121676118684,0.8692779531686233,-1.0162433117541878,0
3705.0,404,0,0.33209213785344627,0.057440885798261204,-1.790689655329423,1.4602523700582752,1,1.2876200346844795,0.7442739334434836,-0.11630393061019706,0
8177.0,753,0,0.6099935084421042,1.2029856168177184,1.2595425533852433,0.4880470637611546,2,-0.003119286693329313,0.3067598644054936,-0.6986176478210145,1
1117.0,664,1,-0.08475991802954058,1.2029856168177184,0.039449669899376885,-0.4841582425359661,2,0.7498119841103925,0.11925383481778372,-0.539804815854428,0
4510.0,209,1,0.7489441937364332,0.7120378749522367,-0.06222473705777866,1.4602523700582752,2,-1.9392282687600424,-0.8807783229833361,-1.1221185330652454,0
6804.0,225,0,-2.169020197444475,-0.10620836149023268,0.039449669899376885,0.4880470637611546,0,-0.003119286693329313,0.7442739334434836,-1.1221185330652454,1
4139.0,92,1,-0.5016119739125274,-0.10620836149023268,-1.2823176205436453,-1.4563635488330868,0,0.5346887638807577,-0.0682521947699264,-1.227993754376303,0
2604.0,959,1,-0.5016119739125274,-0.43350685606722045,0.7511705185994657,1.4602523700582752,0,-0.003119286693329313,-0.00575018490735636,-0.7515552584765434,0
1960.0,538,1,0.33209213785344627,-0.43350685606722045,-1.790689655329423,0.4880470637611546,2,0.5346887638807577,-0.1932562144950662,0.9953858931559091,0
3536.0,836,1,0.33209213785344627,1.2029856168177184,0.039449669899376885,1.4602523700582752,1,-0.8636121676118684,-1.318292392021326,-0.3809919838878414,1
1821.0,19,0,-0.5016119739125274,-0.924454597932702,-1.2823176205436453,-0.4841582425359661,1,0.7498119841103925,1.1817880024814733,-1.227993754376303,1
4853.0,782,0,0.6099935084421042,0.7120378749522367,1.2595425533852433,1.4602523700582752,1,-0.003119286693329313,0.43176388413063366,-0.0633663199546682,0
5396.5,174,1,1.304746934913749,1.2029856168177184,0.44614729772799905,-1.4563635488330868,0,0.5346887638807577,-0.0682521947699264,1.1012611144669668,1
1152.0,406,0,0.7489441937364332,0.7120378749522367,0.7511705185994657,0.4880470637611546,1,1.2876200346844795,0.05675182495521368,-1.0162433117541878,0
2127.0,141,1,1.304746934913749,0.057440885798261204,-1.2823176205436453,-0.4841582425359661,1,0.5346887638807577,0.43176388413063366,0.7306978398782648,1
5905.0,676,1,-1.0574147150898432,0.057440885798261204,0.7511705185994657,0.4880470637611546,1,-0.8636121676118684,-1.005782342708476,-0.4868672051988991,1
6617.0,375,1,0.33209213785344627,-0.924454597932702,-0.06222473705777866,0.4880470637611546,0,0.7498119841103925,0.4942658939932037,-0.539804815854428,1
